kind,level,stage,exercise_id,subtype,route,text,has_existing_audio
exercise,3,1,L3-SS-1,sentence_selection,/audio/voice/exercises/generated/l3-ss-1.mp3,Elige la frase que describe mejor lo que ves en tu mente.,true
exercise,3,1,L3-SS-2,sentence_selection,/audio/voice/exercises/generated/l3-ss-2.mp3,Escoge la frase que te suena natural.,true
exercise,3,1,L3-SS-3,sentence_selection,/audio/voice/exercises/generated/l3-ss-3.mp3,¿Cuál frase cuenta una acción realista?,true
exercise,3,2,L3-AQ-1,audio_question,/audio/voice/exercises/generated/l3-aq-1.mp3,¿Qué animal cruza el puente?,true
exercise,3,2,L3-AQ-2,audio_question,/audio/voice/exercises/generated/l3-aq-2.mp3,¿Qué come el mono?,true
exercise,3,2,L3-AQ-3,audio_question,/audio/voice/exercises/generated/l3-aq-3.mp3,¿Qué hacen los amigos?,true
exercise,3,2,L3-AQ-VC-1,audio_question,/audio/voice/exercises/generated/l3-aq-vc-1.mp3,¿Qué está pasando?,false
exercise,3,2,L3-AQ-VC-2,audio_question,/audio/voice/exercises/generated/l3-aq-vc-2.mp3,¿Qué está haciendo?,false
exercise,3,2,L3-AQ-VC-3,audio_question,/audio/voice/exercises/generated/l3-aq-vc-3.mp3,¿Qué hace el perro?,false
exercise,3,2,L3-AQ-VC-4,audio_question,/audio/voice/exercises/generated/l3-aq-vc-4.mp3,¿Qué prepara mamá?,false
exercise,3,2,L3-AQ-VC-5,audio_question,/audio/voice/exercises/generated/l3-aq-vc-5.mp3,¿Qué mira Leo?,false
exercise,3,2,L3-AQ-VC-6,audio_question,/audio/voice/exercises/generated/l3-aq-vc-6.mp3,¿Qué hace la rana?,false
exercise,3,2,L3-AQ-VC-7,audio_question,/audio/voice/exercises/generated/l3-aq-vc-7.mp3,¿Dónde duerme el gato?,false
exercise,3,2,L3-AQ-VC-8,audio_question,/audio/voice/exercises/generated/l3-aq-vc-8.mp3,¿Qué pinta la niña?,false
exercise,3,2,L3-AQ-VC-9,audio_question,/audio/voice/exercises/generated/l3-aq-vc-9.mp3,¿Qué hace el abuelo?,false
exercise,3,2,L3-AQ-VC-10,audio_question,/audio/voice/exercises/generated/l3-aq-vc-10.mp3,¿Qué ilumina el sol?,false
exercise,3,2,L3-AQ-VC-11,audio_question,/audio/voice/exercises/generated/l3-aq-vc-11.mp3,¿Dónde escribe?,false
exercise,3,2,L3-AQ-VC-12,audio_question,/audio/voice/exercises/generated/l3-aq-vc-12.mp3,¿Cómo está el bebé?,false
exercise,3,2,L3-AQ-VC-13,audio_question,/audio/voice/exercises/generated/l3-aq-vc-13.mp3,¿Por dónde camina?,false
exercise,3,2,L3-AQ-VC-14,audio_question,/audio/voice/exercises/generated/l3-aq-vc-14.mp3,¿Qué hace el pájaro?,false
exercise,3,2,L3-AQ-VC-15,audio_question,/audio/voice/exercises/generated/l3-aq-vc-15.mp3,¿Qué bebe la niña?,false
exercise,3,3,L3-SO-1,SYLLABLE_ORDER,/audio/voice/exercises/generated/l3-so-1.mp3,Animal que salta.,false
exercise,3,3,L3-SO-2,SYLLABLE_ORDER,/audio/voice/exercises/generated/l3-so-2.mp3,Brilla en la noche.,false
exercise,4,1,L4-AW-1,audio_write,/audio/voice/exercises/generated/l4-aw-1.mp3,Escribe: luciérnaga,true
exercise,4,1,L4-AW-2,audio_write,/audio/voice/exercises/generated/l4-aw-2.mp3,Escribe: El dragón lanza fuego,true
exercise,4,2,L4-TW-1,text_write,/audio/voice/exercises/generated/l4-tw-1.mp3,Escribe una frase que incluya la palabra 'magia'.,true
exercise,4,2,L4-TW-2,text_write,/audio/voice/exercises/generated/l4-tw-2.mp3,Escribe el nombre de la figura o símbolo: 🔺,true
exercise,4,2,L4-TW-3,text_write,/audio/voice/exercises/generated/l4-tw-3.mp3,Ordena las letras y escribe la palabra,true
exercise,4,2,L4-TW-4,text_write,/audio/voice/exercises/generated/l4-tw-4.mp3,Completa la palabra: globo.,true
exercise,4,2,L4-TW-5,text_write,/audio/voice/exercises/generated/l4-tw-5.mp3,Completa la palabra: lunes.,true
exercise,4,3,L4-RA-1,READ_AND_ANSWER,/audio/voice/exercises/generated/l4-ra-1.mp3,¿Dónde vive el oso Simón?,true
exercise,4,3,L4-RA-2,READ_AND_ANSWER,/audio/voice/exercises/generated/l4-ra-2.mp3,¿Para qué camina al río la vaca Lola?,true
exercise,5,1,L5-TC-1,tense_classify,/audio/voice/exercises/generated/l5-tc-1.mp3,Lee la frase y elige si ocurrió en el pasado o está pasando ahora.,true
exercise,5,1,L5-TC-2,tense_classify,/audio/voice/exercises/generated/l5-tc-2.mp3,Lee la frase y elige si ocurre ahora o ya ocurrió antes.,true
exercise,5,1,L5-TC-3,tense_classify,/audio/voice/exercises/generated/l5-tc-3.mp3,Lee la frase y elige si pasará en el futuro o ya pasó.,true
exercise,5,1,L5-TC-4,tense_classify,/audio/voice/exercises/generated/l5-tc-4.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-5,tense_classify,/audio/voice/exercises/generated/l5-tc-5.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-6,tense_classify,/audio/voice/exercises/generated/l5-tc-6.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-7,tense_classify,/audio/voice/exercises/generated/l5-tc-7.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-8,tense_classify,/audio/voice/exercises/generated/l5-tc-8.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-9,tense_classify,/audio/voice/exercises/generated/l5-tc-9.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-10,tense_classify,/audio/voice/exercises/generated/l5-tc-10.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-11,tense_classify,/audio/voice/exercises/generated/l5-tc-11.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-12,tense_classify,/audio/voice/exercises/generated/l5-tc-12.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-13,tense_classify,/audio/voice/exercises/generated/l5-tc-13.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-14,tense_classify,/audio/voice/exercises/generated/l5-tc-14.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-15,tense_classify,/audio/voice/exercises/generated/l5-tc-15.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-16,tense_classify,/audio/voice/exercises/generated/l5-tc-16.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-17,tense_classify,/audio/voice/exercises/generated/l5-tc-17.mp3,Elige el tiempo verbal.,false
exercise,5,1,L5-TC-18,tense_classify,/audio/voice/exercises/generated/l5-tc-18.mp3,Elige el tiempo verbal.,false
exercise,5,2,L5-SP-1,singular_plural,/audio/voice/exercises/generated/l5-sp-1.mp3,Observa cómo cambian las terminaciones al plural.,false
exercise,5,3,L5-AG-1,accent_game,/audio/voice/exercises/generated/l5-ag-1.mp3,Recuerda: melodía lleva tilde en la sílaba fuerte.,true
exercise,5,3,L5-AG-2,accent_game,/audio/voice/exercises/generated/l5-ag-2.mp3,Imagina dónde suena más fuerte la palabra.,true
exercise,5,3,L5-AG-3,accent_game,/audio/voice/exercises/generated/l5-ag-3.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-4,accent_game,/audio/voice/exercises/generated/l5-ag-4.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-5,accent_game,/audio/voice/exercises/generated/l5-ag-5.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-6,accent_game,/audio/voice/exercises/generated/l5-ag-6.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-7,accent_game,/audio/voice/exercises/generated/l5-ag-7.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-8,accent_game,/audio/voice/exercises/generated/l5-ag-8.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-9,accent_game,/audio/voice/exercises/generated/l5-ag-9.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-10,accent_game,/audio/voice/exercises/generated/l5-ag-10.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-11,accent_game,/audio/voice/exercises/generated/l5-ag-11.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-12,accent_game,/audio/voice/exercises/generated/l5-ag-12.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-13,accent_game,/audio/voice/exercises/generated/l5-ag-13.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-14,accent_game,/audio/voice/exercises/generated/l5-ag-14.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-15,accent_game,/audio/voice/exercises/generated/l5-ag-15.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-16,accent_game,/audio/voice/exercises/generated/l5-ag-16.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,3,L5-AG-17,accent_game,/audio/voice/exercises/generated/l5-ag-17.mp3,Toca la sílaba que suena más fuerte y luego clasifica la palabra.,false
exercise,5,4,L5-PG-1,punctuation_game,/audio/voice/exercises/generated/l5-pg-1.mp3,¡Que sorpresa verte aquí!,true
exercise,5,4,L5-PG-2,punctuation_game,/audio/voice/exercises/generated/l5-pg-2.mp3,¿Como te llamas?,true
exercise,5,4,L5-PG-3,punctuation_game,/audio/voice/exercises/generated/l5-pg-3.mp3,Gracias por ayudarme,true
exercise,5,4,L5-PG-4,punctuation_game,/audio/voice/exercises/generated/l5-pg-4.mp3,¿Cómo te llamas __,false
exercise,5,4,L5-PG-5,punctuation_game,/audio/voice/exercises/generated/l5-pg-5.mp3,¡Qué alegría verte __,false
exercise,5,4,L5-PG-6,punctuation_game,/audio/voice/exercises/generated/l5-pg-6.mp3,Hoy estudiamos __,false
exercise,5,4,L5-PG-7,punctuation_game,/audio/voice/exercises/generated/l5-pg-7.mp3,Traje lápiz __ cuaderno y regla.,false
exercise,5,4,L5-PG-8,punctuation_game,/audio/voice/exercises/generated/l5-pg-8.mp3,¿Dónde está Leo __,false
exercise,5,4,L5-PG-9,punctuation_game,/audio/voice/exercises/generated/l5-pg-9.mp3,"¡Bravo, lo lograste __",false
exercise,5,4,L5-PG-10,punctuation_game,/audio/voice/exercises/generated/l5-pg-10.mp3,Me gusta leer __,false
exercise,5,4,L5-PG-11,punctuation_game,/audio/voice/exercises/generated/l5-pg-11.mp3,Compré pan __ leche y fruta.,false
exercise,5,4,L5-PG-12,punctuation_game,/audio/voice/exercises/generated/l5-pg-12.mp3,¿Quieres jugar conmigo __,false
exercise,5,4,L5-PG-13,punctuation_game,/audio/voice/exercises/generated/l5-pg-13.mp3,¡Qué sorpresa __,false
exercise,5,4,L5-PG-14,punctuation_game,/audio/voice/exercises/generated/l5-pg-14.mp3,El sol brilla __,false
exercise,5,4,L5-PG-15,punctuation_game,/audio/voice/exercises/generated/l5-pg-15.mp3,Tengo goma __ lápiz y regla.,false
exercise,5,4,L5-PG-16,punctuation_game,/audio/voice/exercises/generated/l5-pg-16.mp3,¿Cuándo vienes __,false
exercise,5,4,L5-PG-17,punctuation_game,/audio/voice/exercises/generated/l5-pg-17.mp3,¡Cuidado __,false
exercise,5,4,L5-PG-18,punctuation_game,/audio/voice/exercises/generated/l5-pg-18.mp3,La luna sale de noche __,false
exercise,5,5,L5-FE-1,final_exam,/audio/voice/exercises/generated/l5-fe-1.mp3,"¿Qué tiempo verbal usa la frase: ""Mañana cantaré con el coro""?",true
exercise,5,5,L5-FE-2,final_exam,/audio/voice/exercises/generated/l5-fe-2.mp3,"Elige el signo que completa la frase: ""¿Vienes a la clase de magia""",true
exercise,5,5,L5-FE-3,final_exam,/audio/voice/exercises/generated/l5-fe-3.mp3,¿Dónde colocarías la tilde en la palabra 'musica'?,true
exercise,5,5,L5-FE-TCOMP-1,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-1.mp3,Completa: Yo ____ en la piscina.,false
exercise,5,5,L5-FE-TCOMP-2,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-2.mp3,Completa: Ayer ____ en el mar.,false
exercise,5,5,L5-FE-TCOMP-3,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-3.mp3,Completa: Mañana ____ en el río.,false
exercise,5,5,L5-FE-TCOMP-4,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-4.mp3,Completa: Yo ____ una manzana.,false
exercise,5,5,L5-FE-TCOMP-5,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-5.mp3,Completa: Ayer ____ sopa.,false
exercise,5,5,L5-FE-TCOMP-6,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-6.mp3,Completa: Después ____ con mi familia.,false
exercise,5,5,L5-FE-TCOMP-7,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-7.mp3,Completa: Hoy ____ en el patio.,false
exercise,5,5,L5-FE-TCOMP-8,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-8.mp3,Completa: Ayer ____ a las escondidas.,false
exercise,5,5,L5-FE-TCOMP-9,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-9.mp3,Completa: Mañana ____ con mis amigos.,false
exercise,5,5,L5-FE-TCOMP-10,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-10.mp3,Completa: Yo ____ temprano.,false
exercise,5,5,L5-FE-TCOMP-11,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-11.mp3,Completa: Anoche ____ muy bien.,false
exercise,5,5,L5-FE-TCOMP-12,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-12.mp3,Completa: Luego ____ una siesta.,false
exercise,5,5,L5-FE-TCOMP-13,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-13.mp3,Completa: Ahora ____ una carta.,false
exercise,5,5,L5-FE-TCOMP-14,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-14.mp3,Completa: Antes ____ mi nombre.,false
exercise,5,5,L5-FE-TCOMP-15,final_exam,/audio/voice/exercises/generated/l5-fe-tcomp-15.mp3,Completa: Pronto ____ un cuento.,false
